Tweet,Date,Period
MANUAL COUNT MANUAL RECOUNT hashtagHalalanResults hashtagHalalan2022,5/9/2022,DUR
after queueing for 25 hours im done voting vote wisely hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Vote Wisely Philippines hashtagHalalan2022,5/9/2022,DUR
First time voter Rosemarie Gasatan a PWD is one of the early voters who visited this polling center in Kiamba Sarangani Gusto kong bumoto para maengganyo rin ang kapwa ko PWD she said via hashtagHalalan2022,5/9/2022,DUR
Mga ilang araw kaya sila maghahanap ng sisisihin hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Mayroong anim na taon ang COMELEC para makapaghanda hashtagEleksyon2022 hashtagHalalan2022 Quote,5/9/2022,DUR
Ayaw ng Pilipino sa tunay na solusyon at mabilis na aksyon Gusto nila ng malaquote speech lg Sige sabay sabay tayo magdusa hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Things havent change Exit area pero dun nagpupimilit pumasok Pinapipila pero mas gustong sumingit What a bunch of rotten fuji and granny smith apples 🥴 🤮 hashtagHalalan2022,5/9/2022,DUR
Bihis na kami para bumoto hashtagHalalan2022,5/9/2022,DUR
Election day lets go hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Today is the day Go out and vote tulip hashtagLeniRobredoForPresident hashtagHalalan2022,5/9/2022,DUR
For those feeling overwhelmed exhausted and anxious here are some of our useful tips to help manage election day anxiety 🤗 hashtagPHVote hashtagHalalan2022 hashtagBotoMoBukasNatin,5/9/2022,DUR
Kahit na maraming malfunction na VCM kahit na ang init at napakahaba ng pila naghintay at bumoto pa rin kami hashtagLeniKiko2022 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
I immediately gave Duterte the benefit of the doubt last 2016 because unlike BBM he showed up sa mga debates and told everyone his platformsplans unlike BBM na pahuhulaan yata satin ang plataporma nya bukod sa UNITY hashtagHalalan2022 hashtagHalalanResults hashtagEleksyon2022,5/9/2022,DUR
Sun is out early exercising my right to vote start time 606 AM know your precinct and cluster number fall in line wait stretch and enjoy the cool morning breeze hashtagHalalan2022,5/9/2022,DUR
Iba talaga pag umidolo mga Pinoy Ibang level Wapakels lang ah basta taas na kamay ko sa inyo mahal ko na nga kayo sa palagay ko eh maging sino man kayo 🤣 hashtagHalalan2022,5/9/2022,DUR
PH election day hashtagHalalan2022,5/9/2022,DUR
What you allow is what will continue VOTE WISELY VOTE FOR OUR COUNTRY Philippines hashtagHalalan2022,5/9/2022,DUR
The Philippines presidential election has been described by some as a battle between those who want to remember the past and those trying to rewrite it Heres a look at Election Day from polling stations around Manila hashtagHalalan2022,5/9/2022,DUR
Please check this out hashtagPHVote hashtagHalalan2022,5/9/2022,DUR
Im done And whos my President Mayor Rodrigo Roa Duterte 👊 😝 Quickie lang from 02120214 Yeeeahbah ✌️ 👊 ❤️ 💚 hashtagHalalan2022,5/9/2022,DUR
yung anxiousness ko for hashtagHalalan2022 is making my stomach hurt Nasusuka ako sa kaba,5/9/2022,DUR
GOOD MORNING PILIPINAS VOTE WISELY AND PROTECT YOUR BALLOTS hashtagHalalan2022,5/9/2022,DUR
Ballot feeding ng huling batch ng mga bolota sa Embahada ng Pilipinas sa Greece sinimulan na kanina pang alas9 ng umaga Poll watchers matiyagang nagbabantay via hashtagTFCNews hashtagHalalan2022,5/9/2022,DUR
🙏 Clean and Honest Election hashtagHalalan2022,5/9/2022,DUR
TODAY the Philippines elects its newest leaders I am using my platform to remind my coFilipino Wizones to vote wisely Philippines hashtagHalalan2022,5/9/2022,DUR
May this happening serves as an eyeopener to all Filipinos especially the BBM supporters to see how the government can be so dirty if we do not elect a candidate who can give us transparency and accountability hashtagEleksiyon2022 hashtagHalalan2022 hashtagElectionResults,5/9/2022,DUR
Pumalag sa mga kalokohan nila ngayong araw hashtagHalalan2022,5/9/2022,DUR
TODAY IS THE DAY GO OUT AND VOTE For electionrelated problems submit a report through our hotlines below or through this link hashtagHalalan2022 hashtagCaviteKontraDaya hashtagKontraDaya2022 hashtagPHVoteReport,5/9/2022,DUR
mood this hashtagHalalan2022,5/9/2022,DUR
libreng sakay for everyone here at Marilao Bulacan its nice to see tricycle drivers doing this for everybody na pupunta sa kanilang mga precincts3 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Replying to and Same here sir Nagkaproblem yung VCM nag jajam yung ballot sabi ni request daw nila na palitan ng dahil 4 out of 10 ang na jammed nun testing kaya lang naging ok daw kaya di pinalitan Buti na lang naayos naman pheww Kinabahan ako dun hashtagHalalan2022,5/9/2022,DUR
Vote wisely para sa bayan hashtagHalalan2022,5/9/2022,DUR
Thats what we call technology innovation hashtagHALALAN2022 hashtagEleksyon2022 Quote,5/9/2022,DUR
kunting sakripisyo lang po Please hashtagHalalan2022 Quote,5/9/2022,DUR
Laban LENI KIKO LABAN TAYO LABAN hashtagHalalan2022 hashtagElection2022PH,5/9/2022,DUR
another resibo ng hakot from unithieves from my cousin hashtagLeniRobredoForPresident hashtagA10to hashtagUPinkFight hashtagMakatilsPink hashtagElection2022PH,5/9/2022,DUR
Sawsaw politika na mga pulis sundalo kasuhan Makabayan hashtagTunayNaTabloidista hashtagAbanteNews hashtagMakabayanbloc hashtagBO2KO2 hashtagAbantePilipinas hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Subrang nakakabahala at nakakatakot ang nangyayari ngayon sa hashtagHalalan2022 hashtagEleksyon2022 Lord save our nation 🥺 🙏,5/9/2022,DUR
After 100 ballots at Precinct No 2 at the Philippine Embassy The Hague PRESIDENT Robredo 53 Marcos 41 Lacson 3 Domagoso 3 VICE PRESIDENT Pangilinan 49 Duterte 44 Ong 5 Sotto 1 Lopez 1 via hashtagTFCNews hashtagHalalan2022,5/9/2022,DUR
nakaboto na ko para sa bayan Philippines please PLEASE VOTE WISELY hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
DONE VOTING VOTE WISELY :index_pointing_up_mediumlight_skin_tone: hashtagHALALAN2022 hashtagEleksyon2022 hashtagVoteSAFEPilipinas,5/9/2022,DUR
Praying for a peaceful clean and honest election May Gods righteousness and plans be upheld as we look to Him for the future of our nation God bless Philippines Pilipinas may you be in good hands hashtagWeDecide hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
hashtagresibo hashtagHalalan2022 hashtagEleksyon2022 Quote,5/9/2022,DUR
Masaya ako na ikaw ang pinili ko bilang isa sa mga senador Ms 💚 💚 💚 Congratulations 🎉 butterfly hashtagHalalan2022 hashtagHalalanResults hashtagLorenLegarda,5/9/2022,DUR
We need change we need good governance Vote for the betterment of your fellow Filipinos Please pray for my country 🌸 tulip For everyone who is out voting today please stay safe hashtagHalalan2022 hashtagIpana7oNa10ParaSaLahat,5/9/2022,DUR
So ano trolls pa din ba kami Nope BOTANTE kami Yun ang Meron sila na wala kami hashtagHALALAN2022 hashtagEleksyon2022,5/9/2022,DUR
Vote wisely Philippines hashtagEleksyon2022 hashtagHALALAN2022,5/9/2022,DUR
GAGO 2ND SI VP LENI OMGGG hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
colleague posted na daming sirang machines in their precinct and theyre being asked to sign a waiver na others will enter their ballot for them and they wont see their receipts,5/9/2022,DUR
hindi ko alam pano ieexplain sa buong mundo na pinili ng Pilipinas ang isang magnanakaw sa isang perpektong kandidato hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Today is the election day here in my country Im a first time voter and Im so excited and nervous at the same time Anyways good morning to all filipino people out there Lets all vote wisely today para sa buong bansa natin Ipanalo natin to 💗 💗 hashtagHalalan2022,5/9/2022,DUR
We need class struggle in out country No war but class war Im beyond proud to be supporting a candidate that will bring a progressive voice to our dark moneydominated PH Senate Senatorelect :crossed_fingers_mediumlight_skin_tone: hashtagHalalan2022 hashtagPHVote hashtagWeDecide hashtagEleksyon2022,5/9/2022,DUR
hashtagYieks hashtagHalalan2022,5/9/2022,DUR
Today is THE DAY Please exercise your right to vote Vote for someone who would genuinely serve for your citycountry Not someone whos just popular or someone who gave you a lot of money Lets elect the right people hashtagHalalan2022,5/9/2022,DUR
LOOK Incumbent Mayor Ike Ponce leads mayoral race against Marilyn Chiong after the transmission of votes from 100 of clustered precincts in Pateros hashtagHalalan2022 Visit for the partial and unofficial tally hashtagHalalanResults,5/9/2022,DUR
Were seeking for a better PHILIPPINES it should be start on us No matter what hashtagHalalan2022,5/9/2022,DUR
LOOK Preparation is underway minutes before polls open in Bayan Luma 1 Elementary School in Imus Cavite where Senator Panfilo Ping Lacson is voting via For more hashtagHalalan2022 stories visit,5/9/2022,DUR
Go out and vote hashtagHalalan2022,5/9/2022,DUR
Pasok sa Top 12 Senatorial ang mga ibinoto ko na sila Raffy Tulfo Mark Villar Allan Cayetano Joel Villanueva JV Ejercito at Jinggoy Estrada hashtagHalalan2022 hashtagHalalanResults,5/9/2022,DUR
me voting later while dealing with the election anxiety hashtagLeniRobredoForPresident hashtagHalalan2022,5/9/2022,DUR
HINDI PO NAMIN DESERVE MAGHIRAP ULIT NG 6 YEARS hashtagHalalan2022,5/9/2022,DUR
Replying to JUST IN Presidential aspirant Ferdinand Marcos Jr has casted his vote in Batac Ilocos Norte hashtagHalalan2022,5/9/2022,DUR
OMG as in PPRCV this is you will to stand for the truth hashtagCOMELECpalpak hashtagHalalan2022,5/9/2022,DUR
Bawal phones so dont forget your list kasi madami dami din Ensure no one else touches your ballots until it gets out of the counting machine AND CHECK YOUR RECEIPTS ❗ Ok lang maging OA sa pag bantay and pag check We never know ano ang mga niluluto iykwim hashtagHalalan2022,5/9/2022,DUR
Of all the people to forget why is it us Ang hirap mo nang mahalin Pinas Nakakalungkot Nakakagalit hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
damn walang maayos na assistance sa pwd ag senior citizen hashtaghalalan2022,5/9/2022,DUR
Lines broken social distancing nonexistent Police trying to get this under control Bleh Ill be glad to change precincts after the wedding hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
10 million so far and counting Salamat sa 10 million so far na tumitindig para sa gobyernong tapat hashtagHalalan2022,5/9/2022,DUR
Parang gusto ko na lang maging action star Time to hit bbm supportersgym pala hashtagElection2022PH hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
This must be how most Americans felt when Hillary Clinton lost to Donald Trump Never thought it would happen to my country just six years later 😢 hashtagHalalan2022,5/9/2022,DUR
Praying for a peaceful fair and honest elections ❤️ 💚 hashtagHalalan2022,5/9/2022,DUR
Replying to Sana sa ikatlong gabi na iiyak ako it will be out of pure joy and hope and relief hashtagLeniKiko2022 hashtagHalalan2022 hashtagLeniForPresident2022 hashtagKikoForVicePresident2022 hashtagIpana7oNa10to,5/9/2022,DUR
ICYMI Bukas na ang botohan sa national at local elections ngayong Lunes Mayo 9 PANOORIN ang hashtagHalalan2022 live special coverage dito,5/9/2022,DUR
This election did not change us it only revealed the real us It was instrumental in uncovering who we really are as we inevitably subjected ourselves to the test that required us to exercise our values during crunch time hashtagElection2022PH hashtagBilangPilipino2022,5/9/2022,DUR
As of 647am narito ang partial unofficial results ng mayoral at vice mayoral race sa Las Pias City Total ERs processed 100 hashtagAbanteNews hashtagBO2KO2 hashtagHalalan2022 hashtagAbantePilipinas hashtagEleksyon2022,5/9/2022,DUR
LOOK Queue of voters growing longer here at Carangcang Elementary School in Magarao CamSur 30 minutes after gates opened to accept voters Each persons temperature is checked upon entry So far no one has been sent to its isolation polling place via hashtagHalalan2022,5/9/2022,DUR
Bongbong is our principal worry He is too carefree and lazy President Ferdinand E Marcos Sr writing in his diary dated June 12 1972 My story hashtagHalalan2022 hashtagVotePH hashtagEleksyon2022 hashtagBilangPilipino2022,5/9/2022,DUR
Nakaboto na rin sa wakas Paalala lang po na ang section para sa Partylist ay nasa likod na bahagi ng balota May ilang nakalimot na bumoto dito hashtagHalalan2022 hashtagPHVote hashtagWeDecide,5/9/2022,DUR
On repeat 🎶 ONLY THE YOUNG 🎶 By Taylor Swift hashtagHalalan2022,5/9/2022,DUR
Ongoing voting in Bontoc Mountain Province hashtagNAMFREL hashtagBantayNgBayan hashtag2022NLE hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
What I have been sayingggg hashtagHangalan2022 hashtagHalalan2022 Quote,5/9/2022,DUR
Weird no usually mas marami ang boto ng top 3 senatorial candidates kesa sa presidente pero ngayon aba mas marami pa boto nya sa top 1 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Puwede na bang malaman ang decision ng COMELEC sa disqualification case ni BBM hashtagHalalan2022,5/9/2022,DUR
Replying to 2nd to the last voter to drop their ballot before the 7am cutoff Ryan Namata says his Mothers Day duties held him back yesterday but he made sure to wake up early enough to make it to the Philippines embassy this morning hashtagHalalan2022,5/9/2022,DUR
Replying to and Congratulations 😌 God first hashtagPresident3Isko hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Election Day 🗳️ To all Filo registered voters out there VOTE wisely hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
Kailangang gampanan ang responsibilidad Lastminute travelers return to provinces for hashtagHalalan2022,5/9/2022,DUR
May dala kami water and some crackers for poll watchers of our precinct tinanong kami kung anong partido namin sagot ko hashtagPILIPINAS hashtagHalalan2022,5/9/2022,DUR
Gonna wake up early morning for hashtagEleksyon2022 hashtagHalalan2022 coverage Lord please give us this day 🙏,5/9/2022,DUR
Im sorry Philippines but JFC your voterscitizens are dumb af Im all for an Education Crisis after this hashtagHalalan2022,5/9/2022,DUR
pls rt and vote wisely hashtagEleksyon2022 hashtagHalalan2022 hashtagLeniRobredoForPresident hashtagPCOS,5/9/2022,DUR
Palinaw na ng palinaw ang tinig ng bayan Vice President Leni Robredo says the voice of the public should be heard as hashtagHalalan2022 turnout is getting clearer Visit for the partial and unofficial tally hashtagHalalanResults,5/9/2022,DUR
Very proud of our Region Salamat sa lahat ng Kakampinks 💕 💕 💕 hashtagHalalan2022 hashtagEleksyon2022,5/9/2022,DUR
When all we can do now is please Lord God praying for a peaceful and truthful election 🙏 🙏 🙏 hashtagIpana7oNa10ParaSaLahat hashtagHalalan2022,5/9/2022,DUR
Filo Neverlands Its the Election Day Lets all vote wisely Stay safe and follow the safety protocols while voting 💜 hashtagEleksyon2022 hashtagHalalan2022,5/9/2022,DUR
Long line here at Mines Elementary School in Quezon City as people hope to cast their votes for the national and local elections hashtagEleksyon2022 hashtagHalalan2022 hashtag2022elections hashtagphvote,5/9/2022,DUR
This is it Hoping and praying for a clean fair and honest result today Vote not just for yourself but also for the sake of OUR COUNTRY May the people who deserves to win will win and will give us a good governance Vote wisely people hashtagHalalan2022,5/9/2022,DUR
Replying to and One of the reasons for the long lines in Cainta Elementary School is the broken ibutton of one of the vote counting machines which is used to feed the ballots via hashtagHalalan2022,5/9/2022,DUR
A slight inconvenience is a small price to pay to elect CREDIBLE leaders who can COMPETENTLY DELIVER for the next six years Go out and exercise your right to vote 💚 eagle hashtagHalalan2022,5/9/2022,DUR
ALREADY DONE VOTING 💗 tulip Philippines May the best candidates win this Election 2022 🗳️ PLEASE VOTE WISELY hashtagEleksyon2022 hashtagHalalan2022 hashtagTheFilipinoVotes hashtagLeniRobredoForPresident hashtagKikoPangilinanForVicePresident,5/9/2022,DUR
