Tweets,Date,Username,Number of Retweets,Number of Likes
"If you want change for the better then don't look for a political party or personality but the actual change done by a candidate. Only yorme 
@IskoMoreno
 has receipts to show. The next 6 years is in your hands. Vote wisely. #Halalan2022",5/5/2022,BradBen2020,1,6
"Hays.. kahit nag sisisnungalin ok pa din sa Panatiko..lalo na yan pag naging Pres pa.. nakakatakot Talaga Pagkatao neto..kawawa nman Pinas..sana mag isip isip nman mga Filipino
#Halalan2022 
@IskoMoreno
 
@iampinglacson
 
@MannyPacquiao
 
@lenirobredo
 🇵🇭🇵🇭🇵🇭",5/1/2022,Lisdel02,0,0
"Yorme 
@IskoMoreno
 masyado mo kasing ginagalingan e kaya tingin saiyo ng iba Trapo e, Boy Benta pa. Ano pa? 
Hahaha! 😝#BilisKilos 

#KayIskoPosible 
#IbaNaman 

#Halalan2022 
#PHVote",5/4/2022,evaditan,3,17
"“A wolf doesn't concern itself with opinions of sheep.”
I’m wise enough to search for legit information, facts, and fake news. I’ll vote for men with vision and definitely with an execution 
My President is 
@IskoMoreno
 
And my Vice President is #TitoSotto 
 #Halalan2022 #RESPECT",5/2/2022,Amazingblabby,0,0
"Aksyon Demokratiko standard bearer 
@IskoMoreno
 Domagoso’s supporters have started to gather in front of his miting de avance stage in Moriones, Tondo.

Various artists are expected to perform between 4pm and 5:30pm before Domagoso and his #Halalan2022 slate’s arrival.",5/7/2022,_katrinadomingo,16,52
"If you're still undecided or want a checklist of who to vote for this May 9, I hope this helps you 
#BBM #LeniRobredo
#PingLacson #IskoMoreno #Halalan2022 #Elections2022",5/7/2022,francorulloda,0,0
"Aksyon Demokratiko standard bearer 
@IskoMoreno
’s camp offered free hot air balloon rides at the Quirino Grandstand earlier to let his supporters see an aerial view of Manila ahead of his #Halalan2022 Miting de Avance.",5/7/2022,_katrinadomingo,5,15
"Naisko ma-experience ang galing ng gubyernong na-experience ng Manila. Naisko matigil ang focus sa issues ng red-yellow-pink. Naisko magkaroon ng leader na mabilis umaksyon, at malinis ang intensyon. 

Kaya ang boto ko ay pupunta kay Yorme 
@IskoMoreno
 💙🇵🇭 #Halalan2022",5/7/2022,nicolevbalaoing,3,10
"Isko ina-away si ToTo Mangudadatu?

Magkaka gulo pag natalo si VP Leni?

Mag fact check at suriin ang nakikita at nababasa online.

Huwag nang magpa-uto sa mga ganito! #TsekPH!

#Halalan2022 #LeniRobredo
#IskoMoreno #TotoMangundadatu",5/7/2022,tsekph,1,2
"@lenirobredo
's campaign is being run by LP and her political experience is showing. She needs to withdraw otherwise BBM will win. They know that from the very beginning. 

#Halalan2022",5/1/2022,BradBen2020,0,8
"IF I were to place a bet on the upcoming #Halalan2022, it wouldn’t be for who will win. It can only be for how much lead BBM will have from the runner-up.",4/29/2022,carm68lu,0,1
"youtu.be/FvX-ynQ1Mlc
#Halalan2022
Pro Leni and BBM sya",4/30/2022,HappyRichTV,0,0
"ang ganda ng konseptong magkaroon ng debate sa pagitan nina 
@LeodyManggagawa
, 
@lenirobredo
, at 
@bongbongmarcos
.

mae-expose si bbm bilang isang kandidatong walang kakayahan sa mukha ng ating mga pinaka-competent na presidentiables ngayong #Halalan2022.

eh kaso #MarcosDuwag.",4/29/2022,panghahawakan,3,9
"I have a thought that PRRD already have a tacit endorsement towards UniTeam. 

As BBM says, there's nothing wrong with neutrality. But I still want to wrap my head on the fact that his endorsement is secured.

#Halalan2022",4/29/2022,CynicalmalMain,0,2
Can someone send me a comprehensive platform of VP Leni and former senator Bongbong Marcos? I just want to see things OBJECTIVELY. Saka para malaman ko din kung saan nanggagaling ang rage ng both camps. #Halalan2022 #LeniRobredo #LeniKiko2022 #BBM #Marcos #UniTeamBBMSara,4/29/2022,paratukdo,0,0
"People chant ""daog na! (Panalo na!) the moment Senator 
@MannyPacquiao
 stands up from his seat to deliver his campaign speech. Pacquiao meantime endorses senatorial candidate Monsour del Rosario for the first time. #Halalan2022",4/30/2022,sherieanntorres,5,19
"Maraming salamat #sanfernandopampanga sa napaka init niyong pagtanggap sa Uniteam at sa ating Kuya sa Senado #herbertbistekbautista!

#8saSenate #BBMSARA2022 #BistekILikeit #BistekILY #Uniteam #BBMSARA #SenBistek #UniTeamBBMSARA #Halalan2022 #BBM",4/30/2022,FriendsofBistek,0,0
"Senator 
@MannyPacquiao
 mainit na sinalubong ng mga taga-Naval, Biliran. #Halalan2022 | via @robertmanodzmm",4/29/2022,ABSCBNNews,3,35
"What will you do differently today in order to change your and your children's tomorrow?

VOTE 
@IskoMoreno
 FOR PRESIDENT!

#IbaNaman #SwitchToIsko
#PeaceOfMind #IskoMoreno
#Halalan2022 #WeDecide #Eleksyon2022 #PHVote 
#Switch #Isko #GodFirst ☝️💙",4/30/2022,Isko2022,4,8
"Why forego 
@IskoMoreno
 when he proved effective and effecient leadership that embraces progressive system and innovation #Halalan2022",5/1/2022,Gal_dump,0,0
"Yung pangako ng mga incumbent governors ng landslide victory for BBM sa mga lugar nila — nakakatakot. Who are they to dictate and command [or worse, manipulate] their constituents whom to vote? #PHVote #Halalan2022 
@24OrasGMA",4/29/2022,bigboybinsoy,0,0
"Funny but 10 days to go and here comes #Leni, forever nailed to far 2nd in all surveys, challenging #BBM, the runaway leader, to a debate? I didn't know Mr. Bean is a woman. #Halalan2022
#BilangPilipino2022 #Eleksyon2022 #PhVote      
@PhilstarNews",4/29/2022,JstToTheQuick,6,13
"Pasensya na Ginang Robredo, ayaw ni BBM na makipagtalo at bangayan sayo. Positibong pangangampanya lamang ang nais bito ❤️✌️

#BBMSaraUNITEAM
#Halalan2022 
#Eleksyon2022
#marcos #BBMIsMyPresident2022 
#bbm",4/29/2022,Coffee_and_Me_,5,14
"Ayaw lng nya mkaharap muli sina Sen. Ping at Mayor Isko. Alam nya na hindi sya papatulan ni BBM 😁🤭

#BBMSaraUNITEAM #BBMIsMyPresident2022 
#Halalan2022 #Eleksyon2022
#bbm #marcos",4/29/2022,Coffee_and_Me_,0,0
"So I was wearing my pink shirt and pink din yung helmet ni kuyang Joyride. Tapos, biglang may volunteers for Mama Leni, I made the L sign at bumusina naman sila. I just realized now, BBM pala yung katabing sasakyan. Good morning! 😂

#LetLeniLead 
#LagunaIsPink
#Halalan2022",4/30/2022,Netnet_420,0,0
"Laylo Pre-election Survey Result (Apr 14-20,2022)

BBM - 64% 
@bongbongmarcos
 👏👏

L*ni - 21%

#PHVote #Eleksyon2022 #Halalan2022",4/30/2022,HaJungwoo10,0,0
"Presidential Aspirant Manny Pacquiao supporters at Naval, Biliran.
#Halalan2022 #MannyPacquiao",4/29/2022,BayanihanToday,0,0
"""Dapat yung nag aapply yung sasagot. Just like in any other JOB APPLICATION or JOB INTERVIEW.""
Here's the comment of Kim Chiu about the spokesperson of BBM.
#KimChiu #Halalan2022",4/29/2022,PhilNews247,0,0
"LOOK: Aksyon Demokratiko standard bearer 
@IskoMoreno
 Domagoso takes stage, greets crowd with his “two joints” hand sign.

His supporters also flash the “two joints” gesture. #Halalan2022 
@ABSCBNNews",4/30/2022,biancadava,6,10
"Presidential bet Senator 
@MannyPacquiao
 and wife Jinkee pay a courtesy call to Misamis Oriental Governor Bambi Emano before proceeding to his grand rally at the CDO Ampitheater. (📹: Team Pacquiao) #Halalan2022 | via 
@sherieanntorres",4/30/2022,ABSCBNNews,7,20
"Good job, yorme. We are not as noisy like other supporters but we will continue to campaign for you because you're the best choice among presidentiables. 

#Halalan2022 
#SwitchToIsko 
#KayIskoPosible",5/1/2022,BradBen2020,4,8
"Mano y Mano. Who blinks first? BBM or 
@lenirobredo
 ? Who is the best man for the job after all? #Halalan2022",4/29/2022,BicolanoP,0,0
"(3/n) Guys, grow up. Ano kayo, Grade 3 na nakikipagtrashtalk-an pa sa comp shop? Show some level of cognitive ability and decency.

2. Why are you so fond of dismissing, or worse, condemning, facts that you think is against BBM?   Eh may tax evasion case nga eh...
#Halalan2022",5/1/2022,viendoquinone,0,0
"(4/n)...tapos may family history pa of graft and corruption. It even have news articles and court cases to prove it. And the best defense that ypu have is to cry ""fake news""? Do you think the whole world conspired against the Marcoses? Sa palagay mo ba mag-aaksaya...#Halalan2022",5/1/2022,viendoquinone,0,0
"(5/n)...ng panahon ang international community na siraan ang mga Marcos? Ano makukuha nila dun beh? Instead of condemning it, use it as an opportunity to promote your candidte despite these allegations. And by that ypu have to present irrefutable facts that... 
#Halalan2022",5/1/2022,viendoquinone,0,0
"(6/n)...proves your candidate innocent. If you csn't find one, aba mag-isip isip ka na kung sya pa din ang gusto mong maging presidente.

Bottom line, wag tayong masyadong magpabulag sa mga sinusuportahan natin. Always remember that your vote is...
#Halalan2022",5/1/2022,viendoquinone,0,0
"(7/end)...for the country's best interest, not for your candidates or to their sponsors. Kasi whatever policies that they will implement once they're in power, we'll be the ones who will receive most of its impact. Iyon lang po, and vote wisely!!

#Halalan2022",5/1/2022,viendoquinone,0,0
"43% and 44% ang lamang respectively.

GA M E   O V E R   ! 

BBM FOR PRESIDENT 
SARA FOR VICE-PRESIDENT 

🇵🇭✌❤💚👊 
#7BongbongMarcos #4SaraDuterte #Halalan2022
#MahalinNatinAngPilipinas",4/30/2022,AmigoManila,1,4
They say that whe. You start with high surveys it’s hard to maintain. But this year’s 2022 Elections/ #Halalan2022 It’s different. BBM’s lead amzes me that he is consistently going up. 1st time voter and I’m proud and excited to VOTE!,4/30/2022,proudilocana29,0,0
"Some thoughts/observations about BBM supporters (di ako sure kung thread sya hahahaha part 1/n):

1. Most of your campaign materials are just lousy memes against Leni. Only a few, if any, shows BBM's platform and credentials. If you want to promote..

#Halalan2022",5/1/2022,viendoquinone,1,0
"Bongbong Marcos held another meeting with ally governors at his campaign HQ on Thursday, April 28.

This is still part of the Marcos camp’s vote conversion/consolidation and vote protection efforts. #Halalan2022 

📸 BBM MEDIA BUREAU",4/29/2022,InaReformina,13,37
"A good leader knows when to & when not to fight. Ndi lng puro sugod yn,nag-iisip rin dpat. He only focuses on what's necessary. If 1 battle s enough to get him 2 d top, why waste time w/ d rest? Choosing ur battles s not being a coward, it's being wise.
#bbm #marcos
#Halalan2022",4/30/2022,Coffee_and_Me_,0,0
"Na.LSS tuloy ako.. sabay.. 🎤Sara, Sara prinsesa, Leni, Leni inggitera Kiko, Kiko iyakin... BBM . BBM.. for the WIN!!!!! #Halalan2022 #BBMSaraUNITEAM",4/30/2022,UrStellaAmare,0,5
"The reason why I am for #BBM, he is so focus to achieve his goal without being distracted by all types of basher and haters. I admire him for he doesn't give much attention to respond to every criticism he's opponents throws at him. #Eleksyon2022 #Halalan2022",4/30/2022,elzyl,0,1
"How you introduce #BBM during debates

#Halalan2022 #BBMSARA2022  #MarcosDuwag",4/29/2022,LABOMOMEN,0,0
"Manang mana kay bbm #bbm 
Kuhang kuha nila ugali!!! 

#LetLeniLead2022 
#Halalan2022 
#VoteWisely",4/30/2022,kimjisooProtect,0,0
"Saan mas safe ang boto mo?
a. Leni - hoping she will not lead under the shadows of the old liberal party and will not favor communists(alleged)

b. BBM - hoping he will not lead under the shadows of his corrupt peers.And will try to redeem the Marcos name.

#Halalan2022 #VotePH",4/29/2022,engrJPAT,0,0
"May balita na ba kung saan ang Miting de Avance ng UniTeam? 

BBM FOR PRESIDENT 
SARA FOR VICE-PRESIDENT 

🇵🇭✌❤💚👊 
#7BongbongMarcos #4SaraDuterte #Halalan2022
#MahalinNatinAngPilipinas",4/30/2022,AmigoManila,1,16
"SA MGA BBM SUPPORTERS DYAN WAG KAYO MAGALIT KAPAG TINANONG KAYO ""WHY BBM"" KUNG MAY MAGANDA SYA NAGAWA SAGUTIN NYO YUNG TANONG IPAGMALAKI NYO NAGAWA NYA GANUN DAPAT. TIPS LANG
#VoteWisely 
#Halalan2022",4/30/2022,luffydemonkey28,1,0
"Check out The KayumangGis's video! #TikTok https://vt.tiktok.com/ZSdfcXByG/

Fun way to cast your votes 
@711philippines
 
#LeniKiko2022 #IskoMoreno #BBMSARA2022 #Halalan2022 #PingLacson #MannyPacquiao #711ph",4/30/2022,binibiningpuzet,0,0
"FACT: Mananalo pa rin dito sa ELYU si BBM ngayong #Halalan2022, pero sinisiguro ko na yung dating 19k votes ni VP Leni dito noong 2016 ay magiging doble, triple o 5x na siguro ngayon. Gising na ang maraming Ilocano dito sa ELYU.
#walangsolidnorth
#BatangasIsPink",4/30/2022,SirpogiElyu,0,10
"Script ng BBM at DDS: ""Desperado na"". #MarcosDuwag #Halalan2022",4/29/2022,pauloanyog,0,0
"Wala bang supporter ni BabyM ang magsasabing, - kahit wag mo na kami kitain sa rally, magattend ka lang nung comelec interview?

#Halalan2022",4/29/2022,UkisTiBanana,0,3
"Challenge:
• Ikampanya si VP Leni ng di binabanggit si BBM.
• Ikampanya si BBM ng di binabanggit si VP Leni.
Sources: FB Official at Legit Phil & Intl News Platforms. No vloggers/Tiktok.
Why: Share tayo ng knowledge in a good way. Kindness only. Makikinig tayo. G?#Halalan2022",4/29/2022,Shiela_Oliveros,0,1
"Surigao del Sur 2nd District Representative Johnny Pimentel and majority of the municipal mayors in the province have declared support for RoSa, or Robredo and Sara Duterte tandem.

They will be endorsing VP Leni on her upcoming visit in Agusan del Sur. #Halalan2022 

@ABSCBNNews",4/30/2022,JervisManahan,140,714
"DRONE FOOTAGE: Bongbong Marcos-Sara Duterte UniTeam grand rally in San Fernando City, Pampanga, April 29.

#Halalan2022

🎥 Lakas-CMD",4/30/2022,InaReformina,30,147
"#Halalan2022

This is for the voters who are still undecided in choosing their Presidential Candidate. Now I will endorse my chosen President to you.

So WHY ISKO? 

a thread.",4/30/2022,Bany_Space,35,73
"This was my HS classmate. He was a DDS and Isko supporter before. Salamat! 

#LetLeniKikoLead2022 
#TanglawLagunaRally 
#KulayRosasAngBukas
#Halalan2022",4/29/2022,Netnet_420,0,10
"The family of Aksyon Demokratiko founder Raul Roco will not withdraw its support for the party's standard bearer Manila Mayor Isko Moreno Domagoso, according to the former senator's son. #Halalan2022

READ: https://news.abs-cbn.com/news/04/29/22/roco-family-wont-switch-will-keep-backing-isko",4/29/2022,ABSCBNNews,36,96
"PHOTOS: Bongbong Marcos-Sara Duterte UniTeam rally, San Fernando, Pampanga, April 29.
#Halalan2022

📸 Lakas-CMD",4/30/2022,InaReformina,12,82
"@IskoMoreno
 did a lot in Manila City in just 3 years even during pandemic. If it's EASY to be a mayor then why can't you find projects like what he did against the other top 20 cities in the country? Put Isko in Malacañang. #Halalan2022 #SwitchToIsko",4/30/2022,BradBen2020,5,13
They say that whe. You start with high surveys it’s hard to maintain. But this year’s 2022 Elections/ #Halalan2022 It’s different. BBM’s lead amzes me that he is consistently going up. 1st time voter and I’m proud and excited to VOTE!,4/30/2022,proudilocana29,0,0
"MANNY PACQUIAO'S PLANS FOR THE ENVIRONMENT AND CLIMATE CHANGE

#Halalan2022 #Ekonomustahan2022 #EkonseptoPH

Read full post: https://facebook.com/EkonseptoPH/posts/564163951944451",4/30/2022,EkonseptoPH,1,1
"TBH like I said, we should be rallying behind Manny Pacquiao because he's a living legend. He's the epitome of a man that came from rags to riches. But, no, some Filipinos would rather back the son of a dictator, an obvious bum, and a persistent procrastinator. #Halalan2022",4/29/2022,voxdissentiens,0,0
"NEWS FEATURE | Undecided Isko: A glimpse of his eco stances

""Presidential Candidate and incumbent Manila Mayor Francisco “Isko Moreno” Domagoso has been branded as “walang paninindigan” for his unclear stances.""

READ: https://facebook.com/upboutcrop/posts/10159864179609183

#Halalan2022
#PiliPinas2022",4/29/2022,upboutcrop,10,22
"#ISKO - Bagong Ospital na Pinagawa ni Isko Moreno 
#halalan2022🇵🇭🇵🇭 #halalan #halalan2022🇵🇭 #halalan2022🇵🇭🇵🇭 #halalanph #Halalan2022 #HalalanUPD2022  #GodFirst #SwitchToIsko #iskomorenodomagoso  

https://youtu.be/cMZRv72A-h0 via
@YouTube",4/30/2022,isko4life,1,1
"NOW: Aksyon Demokratiko standard bearer Isko Moreno Domagoso, running mate Dr. Willie Ong, senatorial bets Carl Balita, Jopet Sison, Samira Gutoc, John Castriciones attend ‘Bilis Kilos Iskoncert Rally’ in Lingayen, Pangasinan #Halalan2022 
@ABSCBNNews",4/30/2022,biancadava,4,21
"#Halalan2022: Batay sa kanyang naging salita't gawa at sa mga inilalatag niyang plataporma bilang presidential candidate, masasabi mo bang taglay ni Manila Mayor Isko Moreno ang katangian ng isang demokratikong lider na may respeto sa karapatang-pantao at rule of law?",4/29/2022,incitegov,2,6
"Sa Ormoc, Leyte at Biliran naglibot si presidential candidate Sen. Manny Pacquiao. Pinangunahan nito ang groundbreaking ng 2 Pacman Village sa Leyte. #Halalan2022",4/29/2022,TVPatrol,3,5
"WATCH: Presidential candidate Manila Mayor Isko Moreno Domagoso hopes to get endorsement of Iglesia Ni Cristo.

Domagoso adds, he always asks for INC’s help ‘as a matter of practice’. #Halalan2022 
@ABSCBNNews",4/30/2022,biancadava,1,4
Isko Moreno to attend Comelec panel interviews if schedule allows it #Halalan2022,4/29/2022,ANCALERTS,1,1
Sina presidential candidate Leni Robredo at vice presidential bet Sara Duterte ang sinusuportahan ng ilang kongresista at alkalde sa Surigao del Sur. #Halalan2022,4/30/2022,DZMMTeleRadyo,1,6
"Senatorial candidate 
@jopetsison2022
 says Domagoso’s projects in Manila will be extended to Pangasinan should Isko win in #Halalan2022

“‘Pag si Isko pinili niyo, pinili niyo ang salita at pangako, lalo na ang pruweba. Ang iniisip ni Isko, tao muna, serbisyo muna.” 
@ABSCBNNews",4/30/2022,biancadava,6,6
